OID_,Value,Count,DEPTOS,ETA,RICE,SORG,MAIZ,LC2018,CLCROP,RISOMA
,386,6206.000000000000000,4,10,2,1,132,1,No Cultivos,0.013500000000000
,387,12.000000000000000,4,100,2,1,132,1,No Cultivos,0.013500000000000
,388,610.000000000000000,4,10,1,3,126,17,Palma Africana,0.013000000000000
,389,1768.000000000000000,4,10,1,3,126,1,No Cultivos,0.013000000000000
,390,4829.000000000000000,4,10,1,3,126,24,Pastos/Cultivos,0.013000000000000
,391,664.000000000000000,2,10,1,3,126,1,No Cultivos,0.013000000000000
,392,299.000000000000000,2,10,1,3,126,24,Pastos/Cultivos,0.013000000000000
,393,8.000000000000000,2,10,1,3,126,17,Palma Africana,0.013000000000000
,394,4415.000000000000000,2,10,1,3,140,24,Pastos/Cultivos,0.014400000000000
,395,2105.000000000000000,2,10,1,3,140,1,No Cultivos,0.014400000000000
,396,15.000000000000000,2,100,1,3,140,1,No Cultivos,0.014400000000000
,397,93.000000000000000,2,100,1,7,179,24,Pastos/Cultivos,0.018700000000000
,398,23.000000000000000,2,100,0,2,106,1,No Cultivos,0.010800000000000
,399,177.000000000000000,5,100,4,0,23,17,Palma Africana,0.002700000000000
,400,67.000000000000000,5,100,28,3,600,1,No Cultivos,0.063100000000000
,401,18.000000000000000,4,100,28,3,600,17,Palma Africana,0.063100000000000
,402,2245.000000000000000,4,10,2,1,158,17,Palma Africana,0.016100000000000
,403,3257.000000000000000,4,10,2,1,158,24,Pastos/Cultivos,0.016100000000000
,404,2585.000000000000000,4,10,2,1,158,1,No Cultivos,0.016100000000000
,405,3240.000000000000000,4,10,1,1,156,24,Pastos/Cultivos,0.015800000000000
,406,2175.000000000000000,4,10,1,1,156,1,No Cultivos,0.015800000000000
,407,2740.000000000000000,4,10,1,1,156,17,Palma Africana,0.015800000000000
,408,3267.000000000000000,4,10,2,1,195,17,Palma Africana,0.019800000000000
,409,4139.000000000000000,4,10,2,1,195,24,Pastos/Cultivos,0.019800000000000
,410,264.000000000000000,4,100,2,1,195,24,Pastos/Cultivos,0.019800000000000
,411,29.000000000000000,4,100,2,1,195,1,No Cultivos,0.019800000000000
,412,574.000000000000000,4,10,2,1,195,1,No Cultivos,0.019800000000000
,413,1632.000000000000000,4,10,0,2,93,1,No Cultivos,0.009500000000000
,414,27.000000000000000,4,100,0,2,93,1,No Cultivos,0.009500000000000
,415,1888.000000000000000,4,10,0,2,93,24,Pastos/Cultivos,0.009500000000000
,416,163.000000000000000,4,100,0,2,93,24,Pastos/Cultivos,0.009500000000000
,417,2943.000000000000000,4,10,2,4,169,1,No Cultivos,0.017500000000000
,418,602.000000000000000,4,10,2,4,169,17,Palma Africana,0.017500000000000
,419,3343.000000000000000,4,10,2,4,169,24,Pastos/Cultivos,0.017500000000000
,420,5005.000000000000000,4,10,1,3,139,1,No Cultivos,0.014300000000000
,421,1215.000000000000000,4,10,1,3,139,24,Pastos/Cultivos,0.014300000000000
,422,22920.000000000000000,4,10,0,0,0,1,No Cultivos,0.000000000000000
,423,714.000000000000000,4,10,0,0,0,24,Pastos/Cultivos,0.000000000000000
,424,7.000000000000000,4,100,0,0,0,24,Pastos/Cultivos,0.000000000000000
,425,97.000000000000000,4,100,0,0,0,1,No Cultivos,0.000000000000000
,426,6982.000000000000000,4,10,0,1,64,1,No Cultivos,0.006500000000000
,427,1173.000000000000000,4,10,0,1,64,24,Pastos/Cultivos,0.006500000000000
,428,2017.000000000000000,4,10,2,1,132,24,Pastos/Cultivos,0.013500000000000
,429,3.000000000000000,2,100,2,4,142,24,Pastos/Cultivos,0.014800000000000
,430,7.000000000000000,4,100,1,1,156,24,Pastos/Cultivos,0.015800000000000
,431,17.000000000000000,4,100,1,3,139,24,Pastos/Cultivos,0.014300000000000
,432,2332.000000000000000,2,10,2,7,174,17,Palma Africana,0.018300000000000
,433,11.000000000000000,2,100,0,2,106,24,Pastos/Cultivos,0.010800000000000
,434,7.000000000000000,4,100,28,3,600,24,Pastos/Cultivos,0.063100000000000
,435,1699.000000000000000,4,10,1,3,139,21,Piña,0.014300000000000
,436,29.000000000000000,2,100,2,7,174,24,Pastos/Cultivos,0.018300000000000
,437,1.000000000000000,4,100,2,0,41,1,No Cultivos,0.004300000000000
,438,183.000000000000000,4,10,1,3,139,17,Palma Africana,0.014300000000000
,439,45.000000000000000,4,100,1,3,139,1,No Cultivos,0.014300000000000
,440,72.000000000000000,4,100,2,1,158,24,Pastos/Cultivos,0.016100000000000
,441,5.000000000000000,2,100,1,3,140,24,Pastos/Cultivos,0.014400000000000
,442,1247.000000000000000,4,10,2,4,169,21,Piña,0.017500000000000
,443,46.000000000000000,4,10,0,0,0,17,Palma Africana,0.000000000000000
,444,301.000000000000000,2,100,1,7,179,17,Palma Africana,0.018700000000000
,445,4478.000000000000000,4,10,0,2,93,17,Palma Africana,0.009500000000000
,446,11.000000000000000,2,100,2,7,174,1,No Cultivos,0.018300000000000
,447,20.000000000000000,4,100,2,4,169,24,Pastos/Cultivos,0.017500000000000
,448,5.000000000000000,4,100,1,1,156,17,Palma Africana,0.015800000000000
,449,7.000000000000000,4,100,2,1,195,17,Palma Africana,0.019800000000000
,450,2.000000000000000,4,100,1,3,139,21,Piña,0.014300000000000
,451,26.000000000000000,4,100,2,4,169,1,No Cultivos,0.017500000000000
,452,5.000000000000000,2,100,2,7,174,17,Palma Africana,0.018300000000000
,453,22.000000000000000,4,100,2,1,158,1,No Cultivos,0.016100000000000
,454,7.000000000000000,4,100,2,1,158,17,Palma Africana,0.016100000000000
,455,29.000000000000000,4,100,0,1,64,1,No Cultivos,0.006500000000000
,456,9.000000000000000,4,100,1,3,126,1,No Cultivos,0.013000000000000
,457,94.000000000000000,2,100,0,2,92,24,Pastos/Cultivos,0.009400000000000
,458,7.000000000000000,2,10,1,3,140,17,Palma Africana,0.014400000000000
,459,2.000000000000000,2,100,0,1,90,24,Pastos/Cultivos,0.009100000000000
,460,4.000000000000000,4,100,2,0,41,24,Pastos/Cultivos,0.004300000000000
,461,104.000000000000000,6,100,28,3,600,1,No Cultivos,0.063100000000000
,462,232.000000000000000,6,10,28,3,600,1,No Cultivos,0.063100000000000
,463,139.000000000000000,6,100,28,3,600,24,Pastos/Cultivos,0.063100000000000
,464,1538.000000000000000,5,10,1,0,215,1,No Cultivos,0.021600000000000
,465,197.000000000000000,5,100,1,0,215,1,No Cultivos,0.021600000000000
,466,2689.000000000000000,6,10,28,3,600,17,Palma Africana,0.063100000000000
,467,2.000000000000000,2,10,0,2,106,17,Palma Africana,0.010800000000000
,468,274.000000000000000,5,100,1,0,215,24,Pastos/Cultivos,0.021600000000000
,469,241.000000000000000,5,10,15,0,71,1,No Cultivos,0.008600000000000
,470,3.000000000000000,4,100,1,3,126,24,Pastos/Cultivos,0.013000000000000
,471,1736.000000000000000,5,10,1,0,215,24,Pastos/Cultivos,0.021600000000000
,472,4.000000000000000,4,100,0,1,64,24,Pastos/Cultivos,0.006500000000000
,473,22.000000000000000,6,100,28,3,600,17,Palma Africana,0.063100000000000
,474,7.000000000000000,4,100,2,4,169,21,Piña,0.017500000000000
,475,1401.000000000000000,4,10,1,3,140,24,Pastos/Cultivos,0.014400000000000
,476,223.000000000000000,4,10,1,3,140,1,No Cultivos,0.014400000000000
,477,136.000000000000000,5,10,36,4,467,17,Palma Africana,0.050700000000000
,478,505.000000000000000,6,10,28,3,600,24,Pastos/Cultivos,0.063100000000000
,479,202.000000000000000,5,100,36,4,467,24,Pastos/Cultivos,0.050700000000000
,480,2.000000000000000,4,100,1,1,98,1,No Cultivos,0.010000000000000
,481,5.000000000000000,4,100,1,1,81,1,No Cultivos,0.008300000000000
,482,16.000000000000000,4,10,1,3,140,17,Palma Africana,0.014400000000000
,483,1.000000000000000,4,10,1,1,98,12,Cafetales,0.010000000000000
,484,94.000000000000000,2,100,1,7,179,1,No Cultivos,0.018700000000000
,485,208.000000000000000,2,10,2,7,174,13,Frutales,0.018300000000000
,486,238.000000000000000,5,10,1,0,215,17,Palma Africana,0.021600000000000
,487,8.000000000000000,5,100,1,0,215,17,Palma Africana,0.021600000000000
,488,124.000000000000000,5,100,36,4,467,17,Palma Africana,0.050700000000000
,489,1.000000000000000,4,100,1,3,126,17,Palma Africana,0.013000000000000
,490,543.000000000000000,6,10,2,6,160,17,Palma Africana,0.016800000000000
,491,80.000000000000000,6,10,2,6,160,24,Pastos/Cultivos,0.016800000000000
,492,91.000000000000000,2,10,1,3,121,17,Palma Africana,0.012500000000000
,493,310.000000000000000,5,100,4,0,23,23,Agricultura Tecnificada,0.002700000000000
,494,242.000000000000000,5,10,4,0,23,23,Agricultura Tecnificada,0.002700000000000
,495,4.000000000000000,2,100,1,3,121,17,Palma Africana,0.012500000000000
,496,321.000000000000000,5,10,15,0,71,24,Pastos/Cultivos,0.008600000000000
,497,30.000000000000000,6,10,2,6,160,1,No Cultivos,0.016800000000000
,498,184.000000000000000,5,100,15,0,71,24,Pastos/Cultivos,0.008600000000000
,499,111.000000000000000,6,100,2,6,160,24,Pastos/Cultivos,0.016800000000000
,500,22.000000000000000,4,10,1,3,139,13,Frutales,0.014300000000000
,501,564.000000000000000,2,10,1,3,121,13,Frutales,0.012500000000000
,502,236.000000000000000,5,10,15,0,71,17,Palma Africana,0.008600000000000
,503,8.000000000000000,6,100,4,0,23,1,No Cultivos,0.002700000000000
,504,1.000000000000000,6,100,2,6,160,1,No Cultivos,0.016800000000000
,505,6.000000000000000,6,10,4,0,23,1,No Cultivos,0.002700000000000
,506,6.000000000000000,2,100,0,1,90,1,No Cultivos,0.009100000000000
,507,1.000000000000000,6,100,4,0,23,17,Palma Africana,0.002700000000000
,508,4.000000000000000,2,100,1,3,121,13,Frutales,0.012500000000000
,509,3.000000000000000,6,10,4,0,23,24,Pastos/Cultivos,0.002700000000000
,510,1.000000000000000,6,100,4,0,23,24,Pastos/Cultivos,0.002700000000000
,511,3.000000000000000,6,10,4,0,23,17,Palma Africana,0.002700000000000
,512,60.000000000000000,4,100,2,6,160,23,Agricultura Tecnificada,0.016800000000000
,513,21.000000000000000,4,100,1,1,156,1,No Cultivos,0.015800000000000
,514,74.000000000000000,5,100,15,0,71,1,No Cultivos,0.008600000000000
,515,52.000000000000000,6,100,2,6,160,17,Palma Africana,0.016800000000000
,516,9.000000000000000,4,10,2,6,160,23,Agricultura Tecnificada,0.016800000000000
,517,1.000000000000000,4,10,1,1,81,12,Cafetales,0.008300000000000
,518,13.000000000000000,5,100,15,0,71,17,Palma Africana,0.008600000000000
,519,58.000000000000000,2,10,0,1,90,13,Frutales,0.009100000000000
,520,1173.000000000000000,2,10,0,0,16,24,Pastos/Cultivos,0.001600000000000
,521,7013.000000000000000,2,10,0,0,16,1,No Cultivos,0.001600000000000
,522,4285.000000000000000,2,10,0,1,81,1,No Cultivos,0.008200000000000
,523,3938.000000000000000,2,10,0,1,81,24,Pastos/Cultivos,0.008200000000000
,524,6347.000000000000000,2,10,0,3,108,24,Pastos/Cultivos,0.011100000000000
,525,1820.000000000000000,2,10,0,3,108,1,No Cultivos,0.011100000000000
,526,17.000000000000000,2,100,0,3,108,1,No Cultivos,0.011100000000000
,527,47.000000000000000,2,100,0,0,16,1,No Cultivos,0.001600000000000
,528,1.000000000000000,4,100,3,1,164,24,Pastos/Cultivos,0.016800000000000
,529,4064.000000000000000,2,10,0,1,30,24,Pastos/Cultivos,0.003100000000000
,530,4126.000000000000000,2,10,0,1,30,1,No Cultivos,0.003100000000000
,531,26.000000000000000,2,100,0,3,108,24,Pastos/Cultivos,0.011100000000000
,532,1.000000000000000,4,100,1,3,140,24,Pastos/Cultivos,0.014400000000000
,533,5553.000000000000000,2,10,0,1,79,24,Pastos/Cultivos,0.008000000000000
,534,5361.000000000000000,2,10,0,1,79,1,No Cultivos,0.008000000000000
,535,81.000000000000000,2,100,0,1,79,24,Pastos/Cultivos,0.008000000000000
,536,130.000000000000000,2,100,0,1,79,1,No Cultivos,0.008000000000000
,537,5332.000000000000000,2,10,0,3,105,24,Pastos/Cultivos,0.010800000000000
,538,2869.000000000000000,2,10,0,3,105,1,No Cultivos,0.010800000000000
,539,37.000000000000000,2,100,0,1,30,24,Pastos/Cultivos,0.003100000000000
,540,16.000000000000000,2,100,0,1,81,24,Pastos/Cultivos,0.008200000000000
,541,3222.000000000000000,5,10,3,0,341,24,Pastos/Cultivos,0.034400000000000
,542,2460.000000000000000,5,10,3,0,341,1,No Cultivos,0.034400000000000
,543,490.000000000000000,5,100,3,0,341,24,Pastos/Cultivos,0.034400000000000
,544,668.000000000000000,5,10,3,0,341,17,Palma Africana,0.034400000000000
,545,658.000000000000000,5,100,3,0,341,1,No Cultivos,0.034400000000000
,546,4529.000000000000000,5,10,1,0,216,1,No Cultivos,0.021700000000000
,547,36.000000000000000,5,100,1,0,216,1,No Cultivos,0.021700000000000
,548,3486.000000000000000,5,10,1,0,216,24,Pastos/Cultivos,0.021700000000000
,549,122.000000000000000,5,100,1,0,216,24,Pastos/Cultivos,0.021700000000000
,550,3844.000000000000000,2,10,0,3,103,1,No Cultivos,0.010600000000000
,551,4137.000000000000000,2,10,0,3,103,24,Pastos/Cultivos,0.010600000000000
,552,1.000000000000000,2,10,0,3,103,17,Palma Africana,0.010600000000000
,553,35.000000000000000,2,100,0,1,30,1,No Cultivos,0.003100000000000
,554,14.000000000000000,2,100,0,1,81,1,No Cultivos,0.008200000000000
,555,27.000000000000000,5,100,3,0,341,17,Palma Africana,0.034400000000000
,556,32.000000000000000,5,10,1,0,216,17,Palma Africana,0.021700000000000
,557,9.000000000000000,5,10,0,0,86,17,Palma Africana,0.008600000000000
,558,982.000000000000000,5,10,0,0,86,24,Pastos/Cultivos,0.008600000000000
,559,7213.000000000000000,5,10,0,0,86,1,No Cultivos,0.008600000000000
,560,13318.000000000000000,5,10,0,0,145,1,No Cultivos,0.014500000000000
,561,1931.000000000000000,5,10,0,0,145,24,Pastos/Cultivos,0.014500000000000
,562,4499.000000000000000,5,10,33,5,553,1,No Cultivos,0.059100000000000
,563,1926.000000000000000,2,10,1,5,142,1,No Cultivos,0.014800000000000
,564,5794.000000000000000,2,10,0,2,85,1,No Cultivos,0.008700000000000
,565,2273.000000000000000,2,10,0,2,85,24,Pastos/Cultivos,0.008700000000000
,566,109.000000000000000,2,10,0,2,85,17,Palma Africana,0.008700000000000
,567,5037.000000000000000,2,10,1,3,117,24,Pastos/Cultivos,0.012100000000000
,568,3151.000000000000000,2,10,1,3,117,1,No Cultivos,0.012100000000000
,569,15.000000000000000,2,100,1,3,117,24,Pastos/Cultivos,0.012100000000000
,570,82.000000000000000,5,100,0,0,145,1,No Cultivos,0.014500000000000
,571,2766.000000000000000,5,10,33,5,553,24,Pastos/Cultivos,0.059100000000000
,572,58.000000000000000,5,100,33,5,553,24,Pastos/Cultivos,0.059100000000000
,573,98.000000000000000,5,100,33,5,553,1,No Cultivos,0.059100000000000
,574,390.000000000000000,5,10,33,5,553,17,Palma Africana,0.059100000000000
,575,1400.000000000000000,5,10,7,1,41,17,Palma Africana,0.004900000000000
,576,1055.000000000000000,5,100,7,1,41,24,Pastos/Cultivos,0.004900000000000
,577,1875.000000000000000,5,10,7,1,41,24,Pastos/Cultivos,0.004900000000000
,578,317.000000000000000,5,100,7,1,41,1,No Cultivos,0.004900000000000
,579,962.000000000000000,5,10,7,1,41,1,No Cultivos,0.004900000000000
,580,53.000000000000000,5,100,7,1,41,17,Palma Africana,0.004900000000000
,581,1831.000000000000000,5,10,7,1,41,23,Agricultura Tecnificada,0.004900000000000
,582,679.000000000000000,5,100,7,1,41,23,Agricultura Tecnificada,0.004900000000000
,583,384.000000000000000,5,10,32,5,673,1,No Cultivos,0.071000000000000
,584,2569.000000000000000,5,10,32,5,673,17,Palma Africana,0.071000000000000
,585,176.000000000000000,5,100,32,5,673,1,No Cultivos,0.071000000000000
,586,292.000000000000000,6,10,32,5,673,24,Pastos/Cultivos,0.071000000000000
,587,2414.000000000000000,6,10,32,5,673,17,Palma Africana,0.071000000000000
,588,350.000000000000000,6,10,32,5,673,1,No Cultivos,0.071000000000000
,589,3398.000000000000000,2,10,1,5,151,24,Pastos/Cultivos,0.015700000000000
,590,2268.000000000000000,2,10,1,5,151,13,Frutales,0.015700000000000
,591,1983.000000000000000,2,10,1,5,151,17,Palma Africana,0.015700000000000
,592,450.000000000000000,2,10,1,5,151,1,No Cultivos,0.015700000000000
,593,2157.000000000000000,2,10,2,8,204,24,Pastos/Cultivos,0.021400000000000
,594,319.000000000000000,2,10,2,8,204,1,No Cultivos,0.021400000000000
,595,3081.000000000000000,2,10,2,8,204,17,Palma Africana,0.021400000000000
,596,3696.000000000000000,2,10,1,5,142,17,Palma Africana,0.014800000000000
,597,2069.000000000000000,2,10,1,5,142,24,Pastos/Cultivos,0.014800000000000
,598,308.000000000000000,2,100,1,5,142,24,Pastos/Cultivos,0.014800000000000
,599,130.000000000000000,2,100,1,5,142,17,Palma Africana,0.014800000000000
,600,113.000000000000000,2,100,1,5,142,1,No Cultivos,0.014800000000000
,601,38.000000000000000,2,100,0,2,85,1,No Cultivos,0.008700000000000
,602,78.000000000000000,6,100,32,5,673,1,No Cultivos,0.071000000000000
,603,33.000000000000000,6,100,32,5,673,24,Pastos/Cultivos,0.071000000000000
,604,5434.000000000000000,6,10,9,1,275,17,Palma Africana,0.028500000000000
,605,154.000000000000000,6,100,9,1,275,17,Palma Africana,0.028500000000000
,606,17.000000000000000,6,100,9,1,275,1,No Cultivos,0.028500000000000
,607,338.000000000000000,6,10,9,1,275,1,No Cultivos,0.028500000000000
,608,156.000000000000000,4,10,9,1,275,1,No Cultivos,0.028500000000000
